"mois","jour","hrmn","lum","dep","int","agg","com","atm","col","gps","lat","long","catr","circ","nbv","prof","plan","surf","situ","catu","place","sexe","an_nais","trajet","secu","catv","obsm","choc","manv","grav"
12,1,2045,"5",600,"1","2",638,"1","3","M",4935791,233000,"3","2","2","1","1","1","1","1","1","1",1974,"5","21","31","2","1","13","0"
12,1,2045,"5",600,"1","2",638,"1","3","M",4935791,233000,"3","2","2","1","1","1","1","1","1","1",1946,"5","11","10","2","3","1","0"
7,4,500,"2",600,"1","1",495,"1","1","M",4953523,246129,"3","2","2","1","1","1","1","1","1","2",1994,"5","11","7","2","1","17","1"
7,4,500,"2",600,"1","1",495,"1","1","M",4953523,246129,"3","2","2","1","1","1","1","1","1","1",1971,"1","21","33","2","1","1","1"
5,7,1230,"1",600,"1","2",156,"1","1","M",4943926,284293,"4","2","1","1","1","1","1","1","1","1",1988,"3","21","30","2","1","13","1"
5,7,1230,"1",600,"1","2",156,"1","1","M",4943926,284293,"4","2","1","1","1","1","1","1","1","2",1970,"3","11","7","2","2","13","0"
1,25,315,"3",600,"1","1",338,"1","6","M",4936748,277688,"3","3","4","1","1","1","1","1","1","2",1970,"9","11","7","1","3","1","0"
6,3,515,"3",600,"1","1",369,"1","3","M",4933137,271993,"3","3","4","1","1","1","1","1","1","1",1987,"1","21","30","2","8","2","1"
6,3,515,"3",600,"1","1",369,"1","3","M",4933137,271993,"3","3","4","1","1","1","1","1","1","1",1993,"4","11","10","2","2","2","0"
7,23,745,"1",600,"1","1",402,"1","2","M",4935794,276122,"3","3","4","1","1","1","1","1","1","1",1970,"1","11","7","2","4","2","0"
8,15,1930,"1",600,"1","1",24,"1","3","M",4940312,267592,"2","2","2","1","1","1","1","1","1","1",1942,"5","11","7","2","2","15","0"
8,15,1930,"1",600,"1","1",24,"1","3","M",4940312,267592,"2","2","2","1","1","1","1","1","1","1",1969,"5","21","33","2","1","2","1"
1,9,845,"2",600,"1","1",28,"8","5","M",4921447,255764,"3","2","2","1","1","2","1","1","1","1",1981,"4","11","10","2","3","1","0"
1,9,845,"2",600,"1","1",28,"8","5","M",4921447,255764,"3","2","2","1","1","2","1","1","1","1",1973,"4","11","7","2","1","1","1"
1,9,845,"2",600,"1","1",28,"8","5","M",4921447,255764,"3","2","2","1","1","2","1","1","1","2",1955,"4","11","7","2","3","13","1"
1,9,845,"2",600,"1","1",28,"8","5","M",4921447,255764,"3","2","2","1","1","2","1","1","1","1",1991,"9","11","7","2","1","1","1"
6,10,1145,"1",600,"1","2",612,"1","1","M",4920365,259470,"3","2","2","4","1","1","1","1","1","1",1931,"5","11","7","9","1","15","0"
6,10,1145,"1",600,"1","2",612,"1","1","M",4920365,259470,"3","2","2","4","1","1","1","1","1","1",1952,"5","21","1","2","1","1","1"
5,23,815,"1",600,"1","1",139,"1","3","M",4918228,223475,"3","2","1","1","2","1","1","1","1","1",1989,"5","11","7","2","8","13","0"
5,23,815,"1",600,"1","1",139,"1","3","M",4918228,223475,"3","2","1","1","2","1","1","1","1","1",1975,"1","11","7","2","8","1","0"
9,7,1715,"1",600,"1","1",398,"1","1","M",4917106,228652,"3","2","2","1","2","1","1","1","1","2",1952,"3","11","7","2","1","13","1"
9,7,1715,"1",600,"1","1",398,"1","1","M",4917106,228652,"3","2","2","1","2","1","1","1","1","1",1984,"5","11","7","2","1","16","0"
10,9,1900,"2",600,"1","1",450,"1","1","M",4922672,229721,"3","2","2","1","1","1","1","1","1","1",1993,"1","11","7","2","7","17","0"
10,9,1900,"2",600,"1","1",450,"1","1","M",4922672,229721,"3","2","2","1","1","1","1","1","1","1",1955,"5","11","7","2","1","1","0"
1,2,1330,"1",600,"1","2",141,"1","1","M",4919306,248297,"3","2","2","1","1","1","1","1","1","2",1951,"5","11","7","2","3","1","0"
7,18,1530,"1",600,"1","1",282,"1","1","M",4920898,245151,"3","2","2","1","1","1","1","1","1","1",1963,"5","11","7","2","1","1","0"
7,18,1530,"1",600,"1","1",282,"1","1","M",4920898,245151,"3","2","2","1","1","1","1","1","1","2",1949,"5","11","7","2","3","10","1"
8,12,1430,"1",600,"1","2",695,"1","5","M",4919906,248630,"3","2","2","1","1","1","1","1","1","1",1977,"5","21","33","2","1","13","1"
8,12,1430,"1",600,"1","2",695,"1","5","M",4919906,248630,"3","2","2","1","1","1","1","1","1","1",1963,"5","11","10","2","1","1","0"
10,6,1345,"1",600,"1","1",79,"1","3","M",4914768,287181,"3","2","2","2","1","1","1","1","1","1",1989,"1","11","7","2","1","19","0"
2,1,1845,"5",600,"1","2",509,"8","6","M",4930422,260431,"3","2","2","1","1","1","1","1","1","2",1938,"5","11","7","1","7","1","0"
2,19,1645,"1",600,"1","2",667,"1","6","M",4930950,272941,"4","1","1","1","1","1","1","1","1","2",1949,"3","13","7","1","7","2","0"
4,7,830,"1",600,"1","2",509,"1","6","M",4930010,259736,"4","2","1","1","1","1","1","1","1","1",1982,"3","11","7","1","2","19","0"
4,2,1745,"1",600,"1","2",509,"1","3","M",4930849,260296,"4","2","2","1","1","1","1","1","1","1",1997,"1","21","1","2","1","1","1"
3,7,1500,"1",760,"1","1",594,"1","3","M",4951300,99513,"3","2","2","1","1","1","1","1","1","1",1948,"5","11","7","2","3","15","0"
3,7,1500,"1",760,"1","1",594,"1","3","M",4951300,99513,"3","2","2","1","1","1","1","1","1","1",1994,"5","21","33","2","1","17","1"
6,5,1130,"1",760,"3","1",503,"1","3","M",4953856,97959,"4","2","2","2","1","1","1","1","1","1",1931,"9","11","10","2","1","1","0"
6,5,1130,"1",760,"3","1",503,"1","3","M",4953856,97959,"4","2","2","2","1","1","1","1","1","2",1967,"9","11","7","2","8","15","1"
7,20,600,"2",760,"1","1",594,"2","2","M",4949164,101455,"3","2","2","1","1","2","1","1","1","2",1978,"1","11","7","9","2","2","0"
7,20,600,"2",760,"1","1",594,"2","2","M",4949164,101455,"3","2","2","1","1","2","1","1","1","2",1954,"1","22","1","2","4","2","1"
3,26,900,"1",760,"1","1",245,"2","6","M",4953753,104100,"3","2","2","1","1","1","1","1","1","1",1993,"1","11","7","2","1","1","1"
7,6,1330,"1",760,"2","2",49,"1","3","M",4992342,138314,"3","2","2","1","1","1","1","1","1","1",1981,"4","11","10","2","3","1","0"
8,8,1630,"1",760,"1","1",624,"1","1","M",4986833,127423,"3","2","2","1","3","1","1","1","1","1",1992,"5","21","33","2","1","13","1"
8,8,1630,"1",760,"1","1",624,"1","1","M",4986833,127423,"3","2","2","1","3","1","1","1","1","1",1996,"5","11","10","2","1","1","0"
6,14,1615,"1",760,"1","2",321,"1","6","M",4978433,123080,"4","2","2","1","2","1","1","1","1","1",1991,"5","11","7","1","1","1","0"
9,19,1445,"1",760,"1","1",125,"1","1","M",4961913,118121,"3","2","2","1","1","1","1","1","1","1",1936,"5","1","1","2","1","1","1"
9,19,1445,"1",760,"1","1",125,"1","1","M",4961913,118121,"3","2","2","1","1","1","1","1","1","2",1951,"5","11","7","9","4","1","0"
1,17,1330,"1",760,"2","2",464,"1","3","M",4937298,123334,"3","2","2","1","1","2","1","1","1","2",1991,"5","11","7","2","7","1","0"
1,17,1330,"1",760,"2","2",464,"1","3","M",4937298,123334,"3","2","2","1","1","2","1","1","1","1",1997,"5","21","30","2","1","1","1"
4,10,1030,"1",760,"1","2",475,"1","3","M",4939441,118687,"3","2","2","1","1","1","1","1","1","2",1979,"3","11","10","2","7","15","0"
4,10,1030,"1",760,"1","2",475,"1","3","M",4939441,118687,"3","2","2","1","1","1","1","1","1","1",1959,"3","21","33","2","1","1","1"
5,26,1545,"1",760,"1","1",448,"1","1","M",4941291,122789,"3","2","2","3","2","1","1","1","1","1",1952,"5","11","7","2","1","13","1"
5,26,1545,"1",760,"1","1",448,"1","1","M",4941291,122789,"3","2","2","3","2","1","1","1","1","1",1976,"5","11","7","2","3","1","1"
6,15,1430,"1",760,"1","2",475,"1","6","M",4940724,116463,"4","2","2","1","1","1","1","1","1","2",1976,"5","11","7","1","3","17","0"
5,25,1730,"1",760,"3","1",625,"1","1","M",4950583,74031,"3","2","2","2","1","1","1","1","1","2",1948,"1","11","7","2","2","15","0"
5,25,1730,"1",760,"3","1",625,"1","1","M",4950583,74031,"3","2","2","2","1","1","1","1","1","1",1969,"5","21","33","2","1","1","1"
9,6,1130,"1",760,"2","2",636,"1","3","M",4950109,93159,"3","2","2","1","1","1","1","1","1","1",1979,"5","21","1","2","7","1","1"
9,6,1130,"1",760,"2","2",636,"1","3","M",4950109,93159,"3","2","2","1","1","1","1","1","1","2",1944,"5","11","7","2","1","1","0"
10,12,1715,"1",760,"1","2",56,"1","6","M",4940807,92297,"3","2","2","1","1","1","1","1","1","1",1963,"1","11","7","9","6","1","1"
10,20,1100,"1",760,"2","1",222,"2","3","M",4949310,87421,"3","2","2","1","1","2","1","1","1","2",1965,"1","11","7","2","3","1","0"
10,20,1100,"1",760,"2","1",222,"2","3","M",4949310,87421,"3","2","2","1","1","2","1","1","1","2",1931,"5","11","7","2","2","15","0"
11,8,1630,"1",760,"1","2",222,"1","6","M",4948132,87630,"3","2","2","1","1","1","1","1","1","2",1939,"5","11","7","1","3","1","0"
3,27,1715,"1",760,"1","1",603,"1","1","M",4964938,46066,"3","2","2","1","1","1","1","1","1","2",1967,"3","11","7","2","2","23","0"
3,27,1715,"1",760,"1","1",603,"1","1","M",4964938,46066,"3","2","2","1","1","1","1","1","1","1",1994,"3","21","33","2","1","21","1"
4,19,1845,"1",760,"2","1",650,"1","5","M",4960189,29918,"4","2","2","1","1","1","1","1","1","2",1977,"5","11","7","2","1","19","0"
4,19,1845,"1",760,"2","1",650,"1","5","M",4960189,29918,"4","2","2","1","1","1","1","1","1","1",1960,"5","11","7","2","5","1","1"
4,19,1845,"1",760,"2","1",650,"1","5","M",4960189,29918,"4","2","2","1","1","1","1","1","1","1",1979,"5","11","7","2","1","1","0"
4,23,730,"1",760,"1","1",615,"1","1","M",4960066,20620,"3","2","2","2","3","1","1","1","1","1",1995,"5","21","30","2","1","15","1"
4,23,730,"1",760,"1","1",615,"1","1","M",4960066,20620,"3","2","2","2","3","1","1","1","1","1",1966,"1","11","10","2","3","1","0"
6,21,1715,"1",760,"1","1",307,"1","3","M",4964403,21693,"3","2","2","1","1","1","1","1","1","1",1945,"5","11","7","2","8","15","1"
6,21,1715,"1",760,"1","1",307,"1","3","M",4964403,21693,"3","2","2","1","1","1","1","1","1","1",1963,"5","21","33","2","7","17","1"
7,31,815,"1",760,"1","1",317,"1","2","M",4965920,41107,"3","2","2","1","1","1","1","1","1","1",1986,"1","21","33","2","1","17","1"
8,11,1415,"1",760,"1","1",609,"8","3","M",4965822,19459,"3","2","2","1","1","2","1","1","1","1",1954,"5","11","7","2","7","15","0"
8,11,1415,"1",760,"1","1",609,"8","3","M",4965822,19459,"3","2","2","1","1","2","1","1","1","1",1963,"5","11","7","2","1","1","0"
8,22,1500,"1",760,"1","1",254,"7","3","M",4969938,21666,"3","2","2","1","1","1","1","1","1","1",1987,"5","21","33","2","1","1","1"
9,11,2015,"2",760,"1","1",14,"1","1","M",4958962,29595,"3","2","2","1","1","1","1","1","1","2",1987,"5","11","7","2","8","10","0"
9,11,2015,"2",760,"1","1",14,"1","1","M",4958962,29595,"3","2","2","1","1","1","1","1","1","1",1998,"1","21","2","2","1","1","1"
10,13,1800,"1",760,"2","2",141,"1","3","M",4962747,39773,"3","2","2","1","1","1","1","1","1","1",1997,"3","11","7","2","2","1","0"
11,17,1000,"1",760,"1","1",302,"8","1","M",4963800,34683,"3","2","2","1","1","8","1","1","1","1",1975,"4","11","15","2","3","1","0"
12,13,1345,"1",760,"2","1",317,"1","3","M",4965374,40254,"3","2","2","1","1","1","1","1","1","2",1996,"3","11","7","2","3","2","0"
12,13,1345,"1",760,"2","1",317,"1","3","M",4965374,40254,"3","2","2","1","1","1","1","1","1","1",1971,"5","11","7","2","8","19","1"
4,2,1600,"1",760,"2","1",318,"2","3","M",4955603,60020,"3","2","2","1","1","2","1","1","1","2",1993,"5","11","7","2","2","19","1"
4,2,1600,"1",760,"2","1",318,"2","3","M",4955603,60020,"3","2","2","1","1","2","1","1","1","1",1967,"5","11","7","2","3","1","0"
5,10,1745,"1",760,"2","1",607,"1","3","M",4967303,59502,"3","2","2","1","1","1","1","1","1","1",1986,"5","11","7","2","7","1","0"
5,10,1745,"1",760,"2","1",607,"1","3","M",4967303,59502,"3","2","2","1","1","1","1","1","1","1",1987,"5","21","33","2","1","1","1"
6,18,645,"1",760,"1","1",751,"2","1","M",4962779,52681,"3","2","2","1","2","2","1","1","1","1",1994,"5","11","7","2","7","11","1"
7,7,2000,"1",760,"1","2",80,"1","1","M",4963989,63602,"4","2","2","1","1","1","1","1","1","1",1975,"5","92","99","2","1","13","1"
7,7,2000,"1",760,"1","2",80,"1","1","M",4963989,63602,"4","2","2","1","1","1","1","1","1","2",1975,"1","11","7","2","3","1","0"
8,9,530,"2",760,"3","1",626,"5","3","M",4956442,60024,"3","2","2","1","1","1","1","1","1","2",1997,"5","11","7","2","3","15","0"
8,9,530,"2",760,"3","1",626,"5","3","M",4956442,60024,"3","2","2","1","1","1","1","1","1","2",1990,"5","11","7","2","1","2","1"
9,10,830,"1",760,"1","1",342,"1","1","M",4965410,50764,"3","2","2","1","1","9","1","1","1","2",1993,"5","11","7","2","3","1","0"
9,10,830,"1",760,"1","1",342,"1","1","M",4965410,50764,"3","2","2","1","1","9","1","1","1","1",1964,"1","11","7","2","3","1","0"
10,11,1745,"1",760,"2","1",80,"1","3","M",4964477,63762,"3","2","2","1","1","1","1","1","1","2",1930,"5","11","7","2","2","1","1"
10,11,1745,"1",760,"2","1",80,"1","3","M",4964477,63762,"3","2","2","1","1","1","1","1","1","1",1951,"5","11","7","2","1","1","0"
11,4,1800,"3",760,"1","1",258,"2","3","M",4966292,59329,"3","2","2","1","1","2","1","1","1","2",1978,"5","11","7","2","3","13","1"
11,4,1800,"3",760,"1","1",258,"2","3","M",4966292,59329,"3","2","2","1","1","2","1","1","1","1",1973,"4","11","15","2","3","1","0"
11,24,945,"1",760,"2","1",80,"2","3","M",4964477,63761,"3","2","2","1","1","2","1","1","1","2",1956,"5","11","7","2","1","1","1"
11,24,945,"1",760,"2","1",80,"2","3","M",4964477,63761,"3","2","2","1","1","2","1","1","1","1",1995,"5","11","7","2","7","19","0"
12,2,1900,"5",760,"2","1",92,"1","3","M",4957860,54145,"3","2","2","1","1","1","1","1","1","1",1976,"5","11","7","2","1","1","0"
12,2,2145,"3",760,"1","2",175,"1","1","M",4980755,144693,"3","2","2","1","3","1","1","1","1","1",1952,"5","11","7","2","1","11","0"
12,2,2145,"3",760,"1","2",175,"1","1","M",4980755,144693,"3","2","2","1","3","1","1","1","1","1",1987,"5","11","7","2","1","1","0"
12,8,1800,"5",760,"1","2",244,"8","2","M",4970311,139339,"3","2","2","1","1","1","1","1","1","1",1961,"4","11","38","2","4","24","0"
3,6,1445,"1",760,"1","1",459,"7","2","M",4971081,149927,"3","2","2","2","1","1","1","1","1","2",1937,"5","11","7","2","2","2","0"
3,8,1215,"1",760,"3","1",122,"1","3","M",4983382,150224,"3","2","2","3","1","1","1","1","1","1",1989,"5","21","33","2","1","1","1"
3,8,1215,"1",760,"3","1",122,"1","3","M",4983382,150224,"3","2","2","3","1","1","1","1","1","1",1934,"5","11","7","2","5","15","0"
2,10,1345,"1",760,"1","2",101,"1","3","M",4992158,162385,"3","2","2","1","1","1","1","1","1","1",1947,"3","11","7","2","1","1","0"
7,19,1030,"1",760,"1","2",154,"1","3","M",4985693,165922,"3","2","2","1","1","1","1","1","1","1",1944,"5","11","7","2","3","1","0"
2,4,1900,"3",760,"1","1",666,"1","5","M",4956880,161308,"3","2","2","1","1","1","1","1","1","1",1963,"5","11","7","2","1","21","1"
2,4,1900,"3",760,"1","1",666,"1","5","M",4956880,161308,"3","2","2","1","1","1","1","1","1","1",1985,"1","11","7","2","1","1","0"
4,9,1715,"1",760,"1","2",276,"1","3","M",4961465,154141,"3","2","2","1","1","1","1","1","1","1",1996,"3","21","30","2","1","1","0"
2,19,1130,"1",760,"3","2",312,"1","6","M",4948027,172415,"3","2","2","1","1","1","1","1","1","1",1934,"5","11","7","1","1","1","0"
6,3,2215,"3",760,"1","1",260,"1","3","M",4946886,175038,"2","2","2","1","1","1","1","1","1","1",1952,"5","11","7","2","3","13","1"
7,25,430,"3",760,"1","1",312,"2","1","M",4949235,168884,"3","2","2","1","1","2","1","1","1","1",1995,"5","13","7","2","3","15","1"
7,25,430,"3",760,"1","1",312,"2","1","M",4949235,168884,"3","2","2","1","1","2","1","1","1","1",1978,"4","13","15","2","1","1","0"
2,4,1415,"1",760,"4","1",1,"8","3","M",4961392,66544,"3","2","3","1","2","2","1","1","1","1",1973,"5","11","7","2","8","13","1"
2,4,1415,"1",760,"4","1",1,"8","3","M",4961392,66544,"3","2","3","1","2","2","1","1","1","2",1954,"5","11","7","2","1","1","0"
9,13,1100,"1",760,"1","2",57,"3","1","M",4954666,94958,"3","2","2","2","3","2","1","1","1","1",1996,"3","11","7","2","2","1","0"
9,13,1100,"1",760,"1","2",57,"3","1","M",4954666,94958,"3","2","2","2","3","2","1","1","1","1",1948,"5","11","7","2","1","1","0"
10,28,1715,"1",760,"1","1",495,"1","5","M",4956922,96147,"3","2","2","3","2","1","1","1","1","1",1951,"5","11","7","2","1","1","1"
10,28,1715,"1",760,"1","1",495,"1","5","M",4956922,96147,"3","2","2","3","2","1","1","1","1","1",1965,"4","11","7","2","1","1","0"
10,28,1715,"1",760,"1","1",495,"1","5","M",4956922,96147,"3","2","2","3","2","1","1","1","1","1",1960,"5","11","7","2","1","2","0"
4,26,1515,"1",760,"2","1",480,"1","5","M",4979480,66293,"3","2","2","1","2","1","1","1","1","1",1931,"5","11","7","2","3","1","1"
8,19,2000,"1",760,"1","2",655,"2","1","M",4986041,71756,"3","2","2","2","1","2","1","1","1","1",1961,"5","11","10","2","3","15","0"
8,19,2000,"1",760,"1","2",655,"2","1","M",4986041,71756,"3","2","2","2","1","2","1","1","1","1",1995,"5","21","33","2","1","1","1"
11,12,1800,"3",760,"1","1",493,"1","3","M",4984984,61336,"3","2","2","1","1","1","1","1","1","1",1936,"3","11","7","2","2","2","0"
12,2,1500,"1",760,"2","1",569,"1","3","M",4980797,75319,"3","2","2","1","1","1","1","1","1","2",1977,"5","11","7","2","1","1","0"
7,13,2200,"2",760,"1","1",755,"1","2","M",4969841,52516,"3","2","2","1","1","1","1","1","1","1",1971,"5","21","33","2","2","17","0"
7,13,2200,"2",760,"1","1",755,"1","2","M",4969841,52516,"3","2","2","1","1","1","1","1","1","1",1979,"5","21","33","2","8","1","0"
7,23,930,"1",760,"3","2",670,"1","3","M",4977085,41228,"4","2","2","1","1","1","1","1","1","1",1974,"1","11","7","2","3","16","0"
7,23,930,"1",760,"3","2",670,"1","3","M",4977085,41228,"4","2","2","1","1","1","1","1","1","1",1989,"5","21","31","2","1","1","1"
10,9,1730,"1",760,"1","1",13,"1","3","M",4977801,50406,"3","2","2","2","1","1","1","1","1","1",1933,"5","11","7","2","7","5","1"
1,4,2300,"3",760,"1","1",219,"1","6","M",4973522,77616,"3","2","2","1","1","1","1","1","1","1",1989,"5","11","7","1","2","1","0"
5,4,2000,"1",270,"1","1",234,"8","3","M",4901903,119126,"2","3","2","1","1","2","1","1","1","1",1978,"4","11","17","2","5","12","0"
5,4,2000,"1",270,"1","1",234,"8","3","M",4901903,119126,"2","3","2","1","1","2","1","1","1","2",1985,"5","11","7","2","3","1","0"
3,24,1330,"1",270,"1","1",287,"1","3","M",4898985,102608,"3","2","2","2","1","1","1","1","1","2",1954,"3","11","7","2","3","13","0"
3,24,1330,"1",270,"1","1",287,"1","3","M",4898985,102608,"3","2","2","2","1","1","1","1","1","1",1937,"3","11","7","2","3","21","0"
8,8,1600,"1",270,"1","1",568,"1","1","M",4894234,87420,"3","2","2","1","3","1","1","1","1","1",1981,"5","21","33","2","1","1","1"
8,8,1600,"1",270,"1","1",568,"1","1","M",4894234,87420,"3","2","2","1","3","1","1","1","1","2",1974,"5","11","7","2","3","1","0"
9,1,900,"1",270,"1","2",374,"1","1","M",4898753,90588,"4","2","2","1","2","2","1","1","1","2",1977,"2","11","7","2","3","1","0"
9,1,1715,"1",270,"1","1",183,"1","1","M",4889441,139111,"3","2","2","2","3","1","1","1","1","1",1999,"5","21","33","2","7","13","1"
9,1,1715,"1",270,"1","1",183,"1","1","M",4889441,139111,"3","2","2","2","3","1","1","1","1","2",1974,"1","11","7","2","1","1","0"
9,1,1715,"1",270,"1","1",183,"1","1","M",4889441,139111,"3","2","2","2","3","1","1","2","2","1",2002,"2","11","7","2","1","1","0"
10,23,800,"1",270,"1","1",634,"1","6","M",4889654,117061,"3","2","2","1","1","1","1","1","1","1",1963,"1","21","33","6","1","1","1"
2,5,930,"1",270,"1","2",448,"1","3","M",4900994,139922,"4","2","2","1","1","1","1","1","1","1",1966,"4","11","10","2","2","19","0"
5,5,1815,"1",270,"1","1",510,"1","1","M",4901140,133336,"2","2","3","1","1","1","3","1","1","1",1981,"5","11","7","2","2","13","0"
5,5,1815,"1",270,"1","1",510,"1","1","M",4901140,133336,"2","2","3","1","1","1","3","1","1","2",1976,"1","11","7","2","3","1","1"
6,4,1615,"1",270,"6","2",448,"1","3","M",4901415,138559,"3","1","2","1","3","1","1","1","1","2",1982,"1","11","7","2","1","1","0"
6,4,1615,"1",270,"6","2",448,"1","3","M",4901415,138559,"3","1","2","1","3","1","1","1","1","1",1965,"5","21","1","2","3","5","1"
7,22,2115,"2",270,"2","1",465,"1","3","M",4899087,134219,"3","2","2","1","1","1","1","1","1","1",1984,"5","11","7","2","2","1","0"
10,31,1430,"1",270,"1","1",410,"1","5","M",4901399,124061,"2","2","2","1","1","1","1","1","1","2",1977,"5","11","7","2","4","2","0"
10,31,1430,"1",270,"1","1",410,"1","5","M",4901399,124061,"2","2","2","1","1","1","1","2","2","2",1944,"5","11","7","2","4","2","0"
10,31,1430,"1",270,"1","1",410,"1","5","M",4901399,124061,"2","2","2","1","1","1","1","2","5","1",2005,"5","11","7","2","4","2","0"
10,31,1430,"1",270,"1","1",410,"1","5","M",4901399,124061,"2","2","2","1","1","1","1","1","1","1",1983,"5","11","7","2","4","2","0"
10,31,1430,"1",270,"1","1",410,"1","5","M",4901399,124061,"2","2","2","1","1","1","1","2","3","2",2008,"5","11","7","2","4","2","0"
10,31,1430,"1",270,"1","1",410,"1","5","M",4901399,124061,"2","2","2","1","1","1","1","2","4","1",2011,"5","11","7","2","4","2","0"
10,31,1430,"1",270,"1","1",410,"1","5","M",4901399,124061,"2","2","2","1","1","1","1","1","1","1",1993,"5","11","7","2","4","2","0"
10,31,1430,"1",270,"1","1",410,"1","5","M",4901399,124061,"2","2","2","1","1","1","1","1","1","1",1987,"5","11","7","2","4","2","0"
8,23,500,"3",270,"1","1",532,"1","6","M",4887071,92660,"3","2","2","1","1","1","1","1","1","1",1992,"5","13","7","2","3","1","1"
6,7,1300,"1",270,"3","2",16,"1","3","M",4924970,143738,"3","2","3","1","1","1","1","1","1","1",1993,"5","21","33","2","1","1","1"
6,7,1300,"1",270,"3","2",16,"1","3","M",4924970,143738,"3","2","3","1","1","1","1","1","1","1",1988,"5","11","7","2","8","19","0"
9,22,1630,"1",270,"1","2",16,"8","6","M",4924339,140293,"3","2","1","1","2","2","1","1","1","2",1934,"5","11","7","1","1","15","0"
11,4,1330,"1",270,"1","2",495,"1","1","M",4925179,135426,"3","2","2","1","1","1","1","1","1","1",1961,"1","11","7","2","1","13","0"
8,21,1615,"1",270,"1","2",151,"1","3","M",4939104,137439,"3","2","2","1","1","1","1","1","1","1",1989,"5","21","33","2","1","1","1"
10,4,1300,"1",270,"1","1",672,"1","1","M",4944941,137778,"2","2","2","1","1","1","1","1","1","1",1995,"5","11","7","2","3","13","1"
10,4,1300,"1",270,"1","1",672,"1","1","M",4944941,137778,"2","2","2","1","1","1","1","1","1","1",1984,"5","11","7","2","3","1","0"
6,28,1030,"1",270,"1","1",490,"1","3","M",4924684,128385,"3","2","2","1","1","1","1","1","1","1",1952,"5","21","33","2","8","1","0"
6,28,1030,"1",270,"1","1",490,"1","3","M",4924684,128385,"3","2","2","1","1","1","1","2","2","2",1957,"5","21","33","2","8","1","0"
6,28,1030,"1",270,"1","1",490,"1","3","M",4924684,128385,"3","2","2","1","1","1","1","1","1","1",1955,"5","21","33","2","7","1","0"
6,28,1030,"1",270,"1","1",490,"1","3","M",4924684,128385,"3","2","2","1","1","1","1","2","2","2",1964,"5","21","33","2","7","1","0"
8,30,2130,"3",270,"1","1",533,"1","1","M",4930813,173383,"4","2","2","1","1","1","1","1","1","1",1979,"5","11","7","2","2","5","1"
